y,x1,x2,x3,x4,x5,x6,x7
0,1,68 ,0,24.348,7 ,0,0
0,1,70 ,1,24.35278,9 ,1,0
1,1,68 ,1,24.36,12 ,1,0
0,0,73 ,1,24.38,12 ,1,1
0,0,67 ,1,24.388,14 ,0,0
1,0,66 ,1,24.4,13 ,1,0
1,0,67 ,1,24.462,13 ,0,0
0,1,67 ,0,24.48,11 ,1,1
0,1,69 ,0,24.48,16 ,1,0
1,1,70 ,0,24.484,10 ,1,0
1,1,71 ,1,24.584,14 ,1,0
0,1,68 ,1,24.6,13 ,1,0
0,1,71 ,1,24.6,13 ,1,0
1,1,70 ,1,24.612,12 ,1,0
0,1,69 ,1,24.676,17 ,1,0
0,0,69 ,1,24.698,7 ,0,0
1,1,68 ,1,24.82,12 ,1,0
1,1,68 ,1,24.82,13 ,1,0
1,1,68 ,0,24.84,12 ,1,0
1,0,66 ,1,24.84,13 ,1,0
0,0,65 ,1,24.844,12 ,1,0
0,1,60 ,1,24.872,10 ,1,0
1,1,71 ,1,24.9,13 ,1,0
1,0,67 ,1,24.924,13 ,0,0
0,0,60 ,0,24.94,13 ,1,0
0,1,72 ,0,24.984,12 ,1,0
0,0,66 ,1,24.984,12 ,1,0
1,1,69 ,1,25,12 ,1,0
1,0,66 ,1,25,17 ,0,0
0,0,54 ,0,25.016,8 ,1,1
1,1,68 ,1,25.04,12 ,0,0
1,0,67 ,0,25.06,12 ,0,0
0,1,75 ,1,25.1,18 ,1,0
1,1,74 ,1,25.12,17 ,1,0
1,1,65 ,1,25.12,17 ,1,0
0,1,67 ,1,25.176,18 ,0,0
0,1,69 ,1,25.26,17 ,0,0
0,1,65 ,0,25.271,3 ,1,1
0,1,69 ,1,25.274,12 ,1,0
0,1,72 ,1,25.274,9 ,1,0
0,1,67 ,1,25.364,12 ,1,0
0,1,74 ,0,25.364,12 ,1,0
1,1,69 ,1,25.388,16 ,0,0
1,1,70 ,0,25.42,8 ,1,0
1,1,68 ,1,25.428,12 ,0,0
0,1,68 ,1,25.43031,7 ,1,0
0,1,72 ,1,25.44,13 ,1,0
0,1,69 ,1,25.44,13 ,1,0
0,0,59 ,0,25.466,16 ,1,0
1,1,66 ,1,25.468,15 ,0,0
0,1,67 ,1,25.5,16 ,1,0
0,1,67 ,1,25.5,13 ,1,0
0,1,67 ,1,25.5,16 ,1,0
0,1,73 ,1,25.5,13 ,1,0
0,1,70 ,0,25.564,10 ,1,0
0,0,66 ,1,25.564,13 ,1,0
1,1,66 ,0,25.568,14 ,1,0
1,1,69 ,1,25.57703,12 ,0,0
0,1,66 ,1,25.58,13 ,1,1
1,0,65 ,1,25.622,12 ,0,0
0,0,69 ,1,25.64164,12 ,0,0
0,1,71 ,1,25.664,12 ,1,0
0,0,66 ,1,25.664,14 ,1,0
1,1,67 ,1,25.72,9 ,1,0
0,1,65 ,1,25.72,12 ,1,0
1,1,70 ,1,25.72,9 ,1,0
1,1,68 ,1,25.728,18 ,0,0
0,1,68 ,1,25.74,12 ,1,0
0,0,65 ,1,25.74,13 ,1,0
0,1,67 ,1,25.8,12 ,1,0
0,1,74 ,1,25.8,9 ,1,0
1,1,69 ,1,25.844,13 ,0,0
1,1,63 ,0,25.863,13 ,1,0
0,0,68 ,1,25.932,10 ,1,0
0,1,72 ,1,25.932,12 ,1,0
0,0,69 ,1,25.94,13 ,0,0
1,1,72 ,1,25.944,9 ,0,0
0,0,65 ,1,25.96,16 ,1,0
0,1,70 ,0,26,11 ,1,0
0,1,69 ,0,26,12 ,1,0
1,0,66 ,1,26,13 ,0,0
1,0,68 ,1,26.056,13 ,0,0
0,1,66 ,1,26.0624,13 ,1,0
0,1,66 ,1,26.0624,12 ,1,0
0,1,69 ,1,26.08747,17 ,1,0
0,1,68 ,1,26.08747,14 ,1,0
0,1,65 ,0,26.10812,12 ,0,0
1,0,68 ,1,26.14,12 ,1,0
1,1,73 ,1,26.14,12 ,1,0
1,1,67 ,0,26.15,6 ,1,0
1,0,67 ,1,26.16,14 ,0,0
1,0,63 ,0,26.176,12 ,1,0
1,1,67 ,1,26.184,18 ,1,0
1,1,69 ,1,26.184,17 ,1,0
1,1,65 ,1,26.196,15 ,1,0
0,0,67 ,1,26.22,15 ,0,0
0,1,75 ,0,26.238,15 ,0,0
0,1,66 ,1,26.248,13 ,1,0
1,1,65 ,1,26.326,12 ,1,0
0,1,68 ,1,26.326,15 ,1,0
1,0,66 ,1,26.352,12 ,1,0
1,1,70 ,1,26.352,12 ,1,0
0,1,70 ,1,26.38,13 ,1,0
0,1,70 ,1,26.38,12 ,1,0
1,0,67 ,1,26.392,12 ,0,0
0,0,59 ,0,26.4,12 ,0,0
0,0,61 ,1,26.42,11 ,1,0
0,1,65 ,1,26.484,12 ,0,0
1,1,65 ,1,26.496,13 ,1,0
1,0,67 ,1,26.544,13 ,1,0
1,1,72 ,1,26.544,12 ,1,0
1,0,72 ,1,26.592,7 ,1,1
0,0,71 ,1,26.6,0 ,1,1
1,1,73 ,1,26.64,15 ,1,0
1,1,67 ,1,26.64,12 ,1,0
1,1,78 ,1,26.651,18 ,0,1
0,1,67 ,1,26.652,12 ,0,0
0,0,65 ,1,26.65358,13 ,1,0
0,0,62 ,0,26.664,8 ,1,0
1,0,67 ,1,26.7,13 ,1,0
1,1,68 ,1,26.7,17 ,1,0
0,1,70 ,1,26.704,14 ,1,0
0,0,70 ,1,26.704,14 ,1,0
0,0,65 ,1,26.74,13 ,0,0
1,0,70 ,1,26.748,12 ,0,0
1,0,66 ,1,26.751,11 ,0,0
0,1,66 ,1,26.78,12 ,1,0
0,1,67 ,1,26.78,14 ,1,0
0,1,73 ,1,26.834,13 ,1,0
1,1,66 ,1,26.836,17 ,0,0
1,1,70 ,1,26.852,12 ,0,0
1,0,68 ,1,26.964,15 ,0,0
0,1,68 ,1,26.988,14 ,1,0
0,1,69 ,1,26.988,13 ,1,0
1,1,67 ,0,27,5 ,1,0
1,0,66 ,0,27.02,10 ,1,0
1,1,70 ,0,27.02,8 ,1,0
0,1,76 ,1,27.052,13 ,1,0
0,1,66 ,1,27.052,17 ,1,0
0,0,67 ,0,27.124,17 ,0,0
0,1,66 ,0,27.144,10 ,0,0
1,1,68 ,1,27.184,13 ,1,0
1,1,69 ,1,27.184,13 ,1,0
1,0,62 ,1,27.2,12 ,0,0
0,0,59 ,0,27.204,9 ,1,0
0,0,68 ,1,27.204,7 ,1,0
1,0,59 ,0,27.24,13 ,0,0
1,1,66 ,0,27.248,12 ,1,0
0,0,70 ,0,27.33543,3 ,1,0
1,0,65 ,1,27.336,17 ,0,0
0,1,69 ,1,27.34447,12 ,1,0
0,1,69 ,0,27.372,13 ,1,0
0,1,75 ,1,27.372,10 ,1,0
0,0,66 ,1,27.424,13 ,1,0
0,1,72 ,0,27.424,15 ,1,0
0,1,66 ,1,27.44,10 ,1,0
1,1,71 ,0,27.464,12 ,1,0
0,1,60 ,0,27.468,17 ,1,1
0,0,66 ,1,27.48,15 ,0,1
0,1,70 ,0,27.486,11 ,1,0
0,1,67 ,1,27.5,12 ,1,0
0,0,66 ,1,27.56,11 ,0,0
1,1,68 ,0,27.598,12 ,0,0
0,1,74 ,1,27.6,7 ,1,0
1,1,71 ,0,27.6,11 ,1,0
0,0,66 ,1,27.6,13 ,1,0
0,1,69 ,1,27.6,11 ,1,0
1,0,65 ,0,27.6,13 ,1,0
0,1,73 ,0,27.6,8 ,1,0
0,1,68 ,1,27.6,13 ,1,0
1,1,70 ,1,27.66,9 ,1,0
1,0,66 ,1,27.66,12 ,1,0
0,0,61 ,1,27.692,12 ,0,0
0,0,68 ,1,27.756,12 ,0,0
0,1,72 ,1,27.76,11 ,1,0
0,1,71 ,1,27.776,10 ,1,0
1,1,67 ,1,27.776,13 ,1,0
1,0,61 ,1,27.78,12 ,1,0
1,0,60 ,0,27.78,10 ,1,0
0,1,63 ,1,27.78,12 ,1,0
0,1,68 ,1,27.8,15 ,1,1
0,0,67 ,1,27.85,3 ,1,1
0,1,74 ,1,27.85,8 ,1,0
1,1,67 ,1,27.86,18 ,0,0
0,0,68 ,1,27.884,13 ,1,0
0,0,72 ,1,27.884,12 ,1,0
0,1,67 ,1,27.95654,16 ,1,0
1,1,77 ,1,27.972,12 ,1,0
1,1,67 ,1,28,8 ,1,1
1,1,64 ,0,28.02,11 ,1,0
0,0,68 ,1,28.02,13 ,1,0
0,1,66 ,0,28.02,13 ,1,0
1,1,71 ,0,28.056,8 ,1,0
0,1,65 ,1,28.068,17 ,1,0
0,0,76 ,0,28.07102,12 ,1,0
0,1,69 ,1,28.07102,13 ,1,0
1,1,82 ,1,28.072,18 ,1,0
1,0,65 ,1,28.072,10 ,1,0
1,0,59 ,0,28.1,11 ,1,0
1,1,66 ,0,28.1,13 ,1,0
0,1,70 ,1,28.124,12 ,1,0
0,1,69 ,0,28.14,10 ,1,0
0,1,66 ,0,28.14,11 ,1,0
0,1,63 ,1,28.224,12 ,0,0
0,1,67 ,1,28.28,16 ,0,0
0,1,67 ,0,28.288,12 ,1,0
1,1,66 ,1,28.288,10 ,1,0
1,1,65 ,1,28.2998,12 ,1,0
1,1,67 ,1,28.2998,13 ,1,0
0,0,70 ,1,28.34,10 ,1,0
0,1,65 ,1,28.34,10 ,1,0
0,0,67 ,1,28.381,13 ,0,0
0,1,69 ,1,28.42,13 ,0,0
1,1,69 ,0,28.44,13 ,1,0
1,1,74 ,1,28.44,13 ,1,0
1,0,66 ,0,28.445,11 ,1,0
1,1,65 ,1,28.445,14 ,1,0
1,1,67 ,1,28.644,17 ,0,0
1,1,68 ,0,28.66,13 ,1,0
0,1,61 ,0,28.7,7 ,1,0
1,1,69 ,1,28.73702,12 ,1,0
0,1,71 ,0,28.73702,17 ,1,0
1,0,69 ,1,28.75,10 ,0,0
1,0,69 ,1,28.752,13 ,1,0
1,1,69 ,0,28.752,13 ,1,0
1,1,68 ,1,28.78,11 ,1,0
1,1,68 ,1,28.8,16 ,0,0
1,1,67 ,0,28.8,12 ,1,0
1,1,69 ,1,28.8,13 ,1,0
0,0,68 ,1,28.847,10 ,0,0
0,1,67 ,0,28.872,8 ,1,0
1,1,68 ,1,28.9,14 ,1,0
0,1,69 ,1,28.924,9 ,0,0
1,1,68 ,1,28.928,18 ,1,0
1,1,67 ,0,28.928,13 ,1,0
0,0,64 ,1,28.968,13 ,1,0
0,1,67 ,1,28.968,13 ,1,0
1,0,69 ,1,28.98,13 ,1,0
0,1,80 ,1,28.98,12 ,1,0
0,1,66 ,1,29.009,16 ,1,0
1,1,68 ,1,29.022,9 ,1,0
1,0,68 ,1,29.04,13 ,1,0
1,1,72 ,1,29.04,10 ,1,0
1,1,69 ,1,29.04,13 ,1,0
1,1,70 ,0,29.04,8 ,1,0
1,1,66 ,1,29.124,15 ,1,0
1,1,69 ,1,29.132,12 ,0,0
1,1,74 ,1,29.202,13 ,1,0
1,1,68 ,1,29.202,12 ,1,0
0,0,56 ,0,29.208,14 ,1,0
0,1,67 ,0,29.208,14 ,1,0
0,0,58 ,0,29.22,11 ,1,0
1,1,67 ,1,29.24,13 ,1,0
1,0,56 ,0,29.24,8 ,1,1
1,1,72 ,1,29.3,17 ,1,0
0,1,68 ,0,29.3,13 ,1,0
1,1,69 ,1,29.3,13 ,1,0
0,1,69 ,1,29.342,10 ,1,0
0,0,76 ,1,29.342,9 ,1,0
0,1,63 ,1,29.352,7 ,1,1
1,0,68 ,1,29.36,15 ,0,0
0,1,70 ,1,29.412,12 ,1,0
0,1,69 ,1,29.412,14 ,1,0
0,0,64 ,0,29.536,9 ,1,0
0,0,70 ,1,29.548,8 ,1,0
0,1,67 ,0,29.548,7 ,1,0
1,1,68 ,1,29.56,9 ,1,0
1,1,75 ,1,29.6,17 ,1,0
0,1,66 ,1,29.636,15 ,1,1
0,0,59 ,1,29.64,13 ,1,0
0,1,67 ,0,29.648,13 ,0,0
0,1,73 ,1,29.688,15 ,1,0
0,0,65 ,1,29.69,17 ,0,0
0,1,63 ,1,29.70518,12 ,1,0
0,1,74 ,1,29.72,13 ,1,0
1,1,70 ,1,29.73984,18 ,1,0
0,1,74 ,1,29.8,16 ,1,0
0,0,72 ,1,29.808,11 ,1,1
0,1,68 ,1,29.819,7 ,1,0
1,1,65 ,0,29.836,9 ,1,0
1,1,65 ,0,29.909,10 ,1,0
1,1,73 ,1,29.909,11 ,1,0
0,0,65 ,1,29.992,13 ,1,0
0,0,74 ,0,29.992,13 ,1,0
0,1,73 ,1,30,12 ,1,0
0,1,68 ,1,30,9 ,1,0
1,1,65 ,0,30,17 ,1,0
0,0,68 ,0,30.004,11 ,1,0
0,1,66 ,0,30.016,12 ,0,0
0,1,69 ,1,30.064,18 ,1,0
0,1,72 ,1,30.064,17 ,1,0
1,1,73 ,1,30.08,13 ,1,0
1,0,70 ,1,30.08,12 ,1,0
1,1,65 ,0,30.112,13 ,1,0
1,0,71 ,1,30.14,5 ,1,0
1,1,70 ,1,30.14,5 ,1,0
0,0,66 ,1,30.16,12 ,1,0
0,1,69 ,1,30.16,12 ,1,0
1,0,69 ,1,30.18,17 ,0,0
0,1,65 ,1,30.27,12 ,1,0
0,1,74 ,1,30.27,12 ,1,0
0,1,68 ,1,30.288,12 ,1,0
1,0,60 ,1,30.416,12 ,1,0
0,1,68 ,1,30.432,16 ,0,0
0,0,63 ,0,30.471,9 ,1,0
1,0,67 ,1,30.545,12 ,1,0
0,1,73 ,1,30.545,9 ,1,0
0,1,66 ,1,30.56,17 ,0,0
1,1,66 ,1,30.6,16 ,1,0
1,1,66 ,1,30.6,16 ,1,0
0,0,61 ,0,30.628,8 ,1,0
0,1,75 ,1,30.64,13 ,1,0
0,1,69 ,1,30.684,17 ,0,0
1,1,66 ,1,30.776,16 ,0,0
1,1,66 ,1,30.786,12 ,1,0
0,1,67 ,0,30.804,11 ,1,0
0,1,69 ,1,30.804,12 ,1,0
0,1,68 ,1,30.839,14 ,1,0
1,0,68 ,1,30.84,16 ,0,0
0,1,70 ,1,30.852,14 ,0,0
0,1,68 ,1,30.86,13 ,1,0
0,1,70 ,1,30.86,18 ,1,0
0,0,68 ,1,30.86,13 ,1,0
0,1,70 ,1,30.86,17 ,1,0
1,1,67 ,1,30.9,13 ,1,0
1,1,67 ,0,30.928,13 ,1,0
1,1,66 ,0,30.928,13 ,1,0
0,1,69 ,1,30.94821,13 ,1,0
0,1,68 ,1,31.04,9 ,1,0
1,0,69 ,1,31.1,12 ,1,0
0,1,70 ,1,31.104,13 ,1,0
0,1,66 ,1,31.104,12 ,1,0
1,1,69 ,1,31.125,17 ,1,0
1,1,70 ,1,31.128,13 ,1,0
1,1,66 ,1,31.13,17 ,0,1
0,1,65 ,1,31.152,10 ,1,0
0,0,66 ,1,31.16,17 ,0,0
0,1,65 ,1,31.16,17 ,1,0
0,1,66 ,1,31.16,17 ,1,0
1,1,67 ,0,31.22,14 ,0,0
1,1,67 ,1,31.328,12 ,1,0
1,1,68 ,1,31.328,13 ,1,0
0,1,72 ,1,31.368,13 ,1,0
0,1,69 ,1,31.368,13 ,1,0
0,0,66 ,1,31.38,15 ,0,0
1,1,73 ,1,31.393,12 ,1,0
0,0,67 ,1,31.432,10 ,1,0
0,1,67 ,0,31.432,13 ,1,0
0,1,68 ,0,31.432,8 ,1,0
1,1,71 ,0,31.5,13 ,1,0
1,1,67 ,1,31.5,12 ,1,0
0,0,68 ,1,31.528,12 ,1,0
1,1,70 ,0,31.528,9 ,1,0
1,0,69 ,1,31.52911,13 ,0,0
0,0,68 ,1,31.536,13 ,1,0
1,1,69 ,1,31.54,12 ,1,0
1,1,72 ,1,31.54,13 ,1,0
0,1,66 ,0,31.564,11 ,1,0
1,1,70 ,0,31.564,7 ,1,0
0,1,61 ,0,31.6,10 ,1,0
0,1,68 ,1,31.6,8 ,0,0
0,1,69 ,1,31.644,9 ,1,1
0,0,66 ,1,31.644,13 ,1,0
1,1,65 ,1,31.652,14 ,1,0
1,1,61 ,0,31.668,11 ,1,0
1,1,62 ,0,31.668,11 ,1,0
0,1,66 ,1,31.68,12 ,1,0
0,1,67 ,1,31.68,13 ,1,0
1,1,69 ,0,31.692,17 ,1,0
1,0,65 ,1,31.692,14 ,1,0
0,0,69 ,1,31.698,16 ,0,0
1,1,69 ,1,31.706,15 ,1,0
1,0,64 ,1,31.708,11 ,0,0
1,1,67 ,1,31.72,13 ,1,0
1,1,70 ,1,31.74,12 ,1,0
0,1,67 ,0,31.74,14 ,1,0
1,1,69 ,1,31.748,13 ,1,0
1,0,66 ,1,31.748,12 ,1,0
0,0,70 ,1,31.76,17 ,1,0
1,0,66 ,1,31.768,12 ,1,0
1,1,68 ,1,31.768,13 ,1,0
1,0,69 ,1,31.77829,13 ,1,0
0,1,66 ,1,31.788,12 ,0,0
1,1,67 ,1,31.792,13 ,1,0
1,1,65 ,1,31.8,12 ,1,0
0,0,67 ,0,31.952,12 ,1,0
0,1,72 ,1,31.952,12 ,1,0
0,1,68 ,1,31.964,7 ,1,0
1,1,69 ,1,31.992,14 ,1,1
1,0,66 ,0,31.992,7 ,1,1
0,1,69 ,1,32,17 ,1,0
0,1,68 ,1,32,16 ,1,0
1,0,67 ,1,32.016,13 ,0,0
0,0,68 ,1,32.15,11 ,1,0
0,1,72 ,0,32.15,8 ,1,0
0,0,64 ,1,32.152,9 ,1,0
0,1,70 ,1,32.256,13 ,0,0
0,1,69 ,0,32.284,14 ,0,0
1,0,66 ,1,32.33186,17 ,1,0
1,0,66 ,1,32.33186,17 ,1,0
1,0,68 ,1,32.4,17 ,0,0
0,0,56 ,0,32.4,12 ,1,0
0,0,58 ,1,32.408,13 ,0,0
1,1,68 ,1,32.468,12 ,0,0
1,0,65 ,0,32.47645,7 ,1,0
1,1,71 ,1,32.47645,13 ,1,0
1,1,72 ,1,32.486,10 ,1,0
0,1,67 ,1,32.488,12 ,0,0
0,0,70 ,0,32.512,9 ,1,0
0,1,68 ,1,32.52,16 ,1,0
0,1,74 ,1,32.52,17 ,1,0
0,0,63 ,1,32.544,12 ,1,0
1,1,72 ,1,32.544,14 ,1,0
0,1,69 ,1,32.55726,13 ,0,0
1,1,68 ,1,32.58,17 ,0,0
0,1,68 ,1,32.588,14 ,1,0
0,1,65 ,1,32.588,13 ,1,0
0,1,65 ,1,32.66,12 ,1,0
0,0,73 ,0,32.684,5 ,1,1
0,0,68 ,0,32.684,5 ,1,1
0,0,67 ,1,32.69,12 ,0,0
1,0,67 ,1,32.736,13 ,1,0
1,1,65 ,1,32.76,13 ,1,0
1,1,66 ,0,32.8,13 ,0,0
1,1,69 ,0,32.861,13 ,1,0
0,1,66 ,0,32.892,12 ,1,0
0,1,66 ,1,32.892,13 ,1,0
1,0,68 ,1,32.896,12 ,0,0
0,1,67 ,1,32.94,12 ,1,0
0,1,77 ,1,32.94,16 ,1,0
1,1,70 ,1,32.988,11 ,1,0
1,1,70 ,0,33.032,17 ,1,0
1,0,65 ,1,33.032,13 ,1,0
1,0,68 ,1,33.032,15 ,1,0
0,1,64 ,0,33.08,12 ,1,0
0,0,66 ,1,33.102,10 ,1,0
1,1,66 ,0,33.12,10 ,1,0
1,1,68 ,0,33.12,9 ,1,0
0,0,58 ,0,33.134,15 ,0,0
0,1,65 ,0,33.14,14 ,1,0
1,1,67 ,1,33.148,12 ,1,0
0,1,67 ,1,33.148,11 ,1,0
0,1,69 ,1,33.186,10 ,1,0
1,1,67 ,1,33.2,17 ,1,0
0,1,68 ,1,33.2,15 ,1,0
0,1,68 ,1,33.204,12 ,1,0
0,1,68 ,1,33.204,12 ,1,0
1,1,67 ,1,33.208,12 ,1,0
0,1,73 ,1,33.212,13 ,1,1
1,1,69 ,1,33.26,14 ,1,0
0,1,62 ,1,33.288,18 ,1,0
1,1,67 ,1,33.288,17 ,1,0
0,0,66 ,1,33.386,13 ,1,0
0,0,67 ,1,33.396,13 ,1,0
0,1,70 ,1,33.396,14 ,1,1
1,1,70 ,0,33.406,17 ,0,0
1,1,68 ,1,33.458,16 ,0,0
0,0,68 ,0,33.48,13 ,1,0
0,1,69 ,1,33.48,10 ,1,0
0,0,66 ,0,33.556,12 ,1,0
1,0,65 ,1,33.556,16 ,0,0
1,1,67 ,1,33.612,18 ,0,0
0,1,78 ,1,33.691,14 ,1,0
0,0,69 ,1,33.73,12 ,1,0
0,1,72 ,1,33.73,14 ,1,0
0,0,58 ,1,33.74,15 ,0,0
1,1,66 ,0,33.76,16 ,1,0
0,0,67 ,1,33.79,13 ,1,0
1,1,74 ,1,33.79,13 ,1,0
1,0,65 ,0,33.792,13 ,1,0
0,0,77 ,1,33.8,9 ,1,0
0,1,67 ,1,33.852,15 ,1,0
0,1,71 ,1,33.852,17 ,1,0
0,0,68 ,1,33.876,14 ,1,0
0,0,74 ,1,33.876,13 ,1,0
0,1,67 ,0,33.96,11 ,0,0
0,0,67 ,1,33.976,12 ,1,0
0,0,69 ,1,33.976,12 ,1,0
0,1,66 ,1,33.98,15 ,1,0
1,0,66 ,0,33.98,14 ,1,0
0,1,72 ,1,33.985,12 ,1,0
0,1,69 ,0,33.985,10 ,1,0
0,1,68 ,1,33.996,17 ,1,0
1,1,73 ,1,34,12 ,1,0
1,0,69 ,1,34.00057,13 ,1,0
1,0,68 ,1,34.008,12 ,1,1
1,1,70 ,1,34.02,11 ,1,0
1,1,67 ,1,34.02,11 ,1,0
1,1,66 ,1,34.05,17 ,0,0
1,1,65 ,0,34.12,12 ,1,0
1,1,66 ,1,34.2,13 ,1,0
0,0,65 ,1,34.264,16 ,1,0
1,1,67 ,1,34.292,13 ,1,0
1,1,67 ,1,34.292,14 ,1,0
1,0,66 ,1,34.3,13 ,0,0
0,1,66 ,1,34.312,16 ,1,0
0,1,73 ,0,34.312,12 ,1,0
1,1,73 ,1,34.35,13 ,1,0
0,0,61 ,1,34.382,12 ,1,0
0,1,69 ,0,34.392,11 ,1,0
0,0,69 ,1,34.438,13 ,1,0
0,0,67 ,1,34.438,13 ,1,0
1,1,73 ,1,34.452,18 ,1,0
0,0,75 ,1,34.492,16 ,1,0
1,0,72 ,1,34.56,14 ,1,0
0,1,70 ,1,34.644,12 ,1,0
0,0,67 ,0,34.644,10 ,1,0
0,1,68 ,0,34.7,14 ,1,0
0,1,70 ,0,34.7,13 ,1,0
0,1,67 ,1,34.726,16 ,0,0
1,0,68 ,1,34.748,11 ,1,0
1,0,66 ,1,34.756,11 ,1,0
0,1,66 ,1,34.8,11 ,1,0
0,1,74 ,0,34.8,10 ,1,0
0,1,67 ,1,34.8,14 ,1,0
0,1,65 ,1,34.8,10 ,1,0
0,0,68 ,1,34.8,14 ,1,0
1,1,68 ,1,34.804,12 ,1,0
1,0,72 ,0,34.804,12 ,1,0
1,1,75 ,1,34.85,18 ,1,0
1,1,68 ,1,34.872,13 ,1,0
1,1,66 ,1,34.872,12 ,1,0
1,1,67 ,1,34.876,12 ,1,0
1,1,65 ,1,34.876,15 ,1,0
0,1,68 ,1,34.87873,17 ,1,0
1,1,66 ,1,34.883,9 ,1,0
1,0,61 ,0,34.883,12 ,1,0
1,1,65 ,1,34.896,12 ,1,1
1,0,62 ,0,35,13 ,1,0
0,0,69 ,1,35.004,10 ,1,0
0,0,65 ,1,35.019,13 ,1,0
1,1,67 ,1,35.022,12 ,1,0
1,1,66 ,1,35.022,12 ,1,0
1,1,66 ,1,35.024,13 ,0,0
0,0,60 ,0,35.0327,10 ,1,0
1,1,65 ,0,35.052,13 ,1,0
1,0,65 ,1,35.052,13 ,1,0
0,1,68 ,1,35.068,13 ,1,0
0,1,67 ,0,35.168,13 ,1,0
0,1,69 ,1,35.168,9 ,1,0
0,0,62 ,1,35.192,8 ,1,0
0,1,69 ,1,35.316,12 ,1,0
0,1,70 ,0,35.316,12 ,1,0
0,0,69 ,0,35.328,5 ,1,0
0,1,79 ,0,35.328,9 ,1,0
0,0,69 ,1,35.34,17 ,0,0
0,1,66 ,1,35.4,15 ,0,0
0,1,61 ,1,35.412,17 ,1,0
0,1,67 ,1,35.6,10 ,1,0
0,1,75 ,1,35.6,11 ,1,0
1,0,66 ,1,35.62,12 ,1,0
1,0,60 ,1,35.64,17 ,1,0
1,0,66 ,1,35.672,13 ,0,0
0,0,61 ,1,35.732,12 ,1,0
0,1,69 ,0,35.748,11 ,1,0
0,1,68 ,1,35.748,13 ,1,0
0,1,65 ,0,35.776,13 ,1,0
0,1,69 ,1,35.799,17 ,1,0
1,1,65 ,1,35.799,12 ,1,0
0,1,72 ,1,35.82,9 ,1,0
1,1,70 ,1,35.82,13 ,1,0
1,1,66 ,1,35.853,13 ,1,0
1,1,68 ,1,35.853,12 ,1,0
1,0,68 ,1,35.864,13 ,0,0
1,0,65 ,1,35.872,17 ,0,0
0,1,70 ,1,35.87998,9 ,0,0
1,0,67 ,1,35.9,13 ,1,0
0,1,67 ,0,35.94,14 ,1,0
0,1,70 ,1,35.948,17 ,1,0
0,1,66 ,1,35.948,18 ,1,0
0,1,66 ,1,36,11 ,1,0
0,1,72 ,1,36,11 ,1,0
0,1,65 ,1,36,11 ,0,0
1,1,70 ,1,36,14 ,1,0
1,1,68 ,1,36,12 ,1,0
0,1,67 ,1,36.008,12 ,0,0
0,1,66 ,1,36.019,12 ,1,0
1,1,68 ,1,36.035,9 ,1,0
1,1,66 ,1,36.04,18 ,1,0
1,1,71 ,1,36.044,14 ,1,0
1,1,68 ,1,36.044,15 ,1,0
0,1,73 ,1,36.06,9 ,1,1
0,0,68 ,1,36.06574,12 ,1,0
1,1,66 ,0,36.168,8 ,1,0
1,0,65 ,0,36.192,12 ,1,0
0,1,69 ,1,36.216,17 ,0,0
1,1,69 ,1,36.224,13 ,1,0
1,1,64 ,0,36.24,13 ,1,0
1,1,66 ,1,36.264,12 ,1,0
1,0,64 ,1,36.28,11 ,1,0
1,1,64 ,1,36.3,13 ,1,0
0,0,59 ,0,36.3,13 ,1,0
1,1,70 ,1,36.3,16 ,1,0
0,0,66 ,1,36.333,12 ,1,0
1,1,69 ,0,36.333,12 ,1,0
1,1,64 ,0,36.336,5 ,1,0
1,0,69 ,0,36.408,12 ,1,0
1,1,71 ,1,36.408,14 ,1,0
0,1,69 ,1,36.46,13 ,1,0
1,1,74 ,0,36.46,14 ,1,0
0,0,70 ,1,36.5,13 ,1,1
0,1,68 ,0,36.5,12 ,1,1
1,0,68 ,1,36.564,13 ,1,0
0,0,65 ,0,36.564,14 ,0,0
1,1,71 ,1,36.564,8 ,1,0
0,1,77 ,1,36.66,12 ,1,1
0,1,66 ,1,36.66,12 ,1,1
1,1,71 ,1,36.668,16 ,1,0
0,1,67 ,0,36.684,13 ,1,0
1,1,69 ,1,36.684,17 ,1,0
1,1,71 ,1,36.8,11 ,1,0
1,0,67 ,1,36.83621,13 ,1,0
1,1,68 ,1,36.83621,13 ,1,0
0,1,69 ,1,36.879,17 ,1,0
0,1,66 ,1,36.884,13 ,0,0
0,0,70 ,1,37.023,13 ,1,0
0,1,68 ,1,37.023,14 ,1,0
0,0,66 ,1,37.056,13 ,1,0
0,1,73 ,1,37.056,12 ,1,0
0,1,68 ,1,37.06,14 ,1,0
0,0,67 ,1,37.112,12 ,0,0
0,0,66 ,1,37.272,13 ,1,0
0,0,64 ,0,37.272,7 ,1,0
1,1,69 ,1,37.296,18 ,1,0
0,1,70 ,1,37.296,15 ,1,0
0,1,65 ,1,37.312,16 ,0,0
0,0,68 ,0,37.316,15 ,0,0
1,1,60 ,1,37.35,12 ,1,0
0,1,70 ,1,37.4,7 ,1,1
0,1,65 ,1,37.44,18 ,0,0
1,1,70 ,1,37.448,12 ,1,0
1,0,66 ,0,37.448,9 ,1,0
1,1,67 ,1,37.464,16 ,1,0
0,1,65 ,0,37.464,8 ,1,0
0,1,73 ,1,37.464,9 ,1,0
